name,occurrence_no,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,description,full_description
Hungarosaurus,1190470,Unknown,Unknown,Unknown,86.3,83.6,Veszprém,17.6,47.216702,Ornithischia,Nodosauridae,"Hungarosaurus tormai (meaning 'Hungarian lizard' from the Latin Hungaria 'Hungary' and Greek σαυρος / 'sauros' 'lizard'), is a herbivorous nodosaurid ankylosaur from the Upper Cretaceous (Santonian) Csehbánya Formation of the Bakony Mountains of western Hungary. It is the most completely known ankylosaur from the Cretaceous of Europe.","Hungarosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Nodosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 86.3 to 83.6 million years ago. Fossils were discovered in the Veszprém region at approximately latitude 47.216702 and longitude 17.6. Description: Hungarosaurus tormai (meaning 'Hungarian lizard' from the Latin Hungaria 'Hungary' and Greek σαυρος / 'sauros' 'lizard'), is a herbivorous nodosaurid ankylosaur from the Upper Cretaceous (Santonian) Csehbánya Formation of the Bakony Mountains of western Hungary. It is the most completely known ankylosaur from the Cretaceous of Europe."
Hylaeosaurus,280573,herbivorous,armored dinosaur,5.0,136.4,122.46,England,-2.464579,49.333302,Ornithischia,Nodosauridae,"Hylaeosaurus ( hy-LEE-o-SOR-əs; Greek: hylaios/ὑλαῖος ""belonging to the forest"" and sauros/σαυρος ""lizard"") is a herbivorous ankylosaurian dinosaur that lived about 136 million years ago, in the late Valanginian stage of the early Cretaceous period of England. It was found in the Grinstead Clay.","Hylaeosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Nodosauridae family. It was a armored dinosaur with a herbivorous diet. The estimated maximum length was 5.0 meters. Fossil records date from 112.03 to 109.0 million years ago. Fossils were discovered in the Champagne-Ardenne region at approximately latitude 49.333302 and longitude 4.8667. Description: Hylaeosaurus ( hy-LEE-o-SOR-əs; Greek: hylaios/ὑλαῖος ""belonging to the forest"" and sauros/σαυρος ""lizard"") is a herbivorous ankylosaurian dinosaur that lived about 136 million years ago, in the late Valanginian stage of the early Cretaceous period of England. It was found in the Grinstead Clay."
Hypacrosaurus,220097,herbivorous,ornithopod,9.0,83.6,66.0,Alberta,-112.642014,48.91082,Ornithischia,Hadrosauridae,"Hypacrosaurus (meaning ""near the highest lizard"" [Greek υπο-, hypo- = less + ακρος, akros, high], because it was almost but not quite as large as Tyrannosaurus) is an extinct genus of duckbill dinosaur similar in appearance to Corythosaurus. Like Corythosaurus, it had a tall, hollow rounded crest, although not as large and straight.","Hypacrosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Hadrosauridae family. It was a ornithopod with a herbivorous diet. The estimated maximum length was 9.0 meters. Fossil records date from 83.6 to 72.1 million years ago. Fossils were discovered in the Montana region at approximately latitude 48.91082 and longitude -112.642014. Description: Hypacrosaurus (meaning ""near the highest lizard"" [Greek υπο-, hypo- = less + ακρος, akros, high], because it was almost but not quite as large as Tyrannosaurus) is an extinct genus of duckbill dinosaur similar in appearance to Corythosaurus. Like Corythosaurus, it had a tall, hollow rounded crest, although not as large and straight."
Hypselosaurus,382588,herbivorous,sauropod,12.0,72.1,66.0,Provence-Alpes-Côte d'Azur,2.900833,43.110832,Saurischia,Titanosauridae,"Hypselosaurus (meaning 'highest lizard', from Greek ὑψηλός meaning 'high' or 'lofty' and σαυρος meaning 'lizard') is a dubious genus of titanosaurian sauropod that lived in southern France during the Late Cretaceous, approximately 70 million years ago in the early Maastrichtian. Hypselosaurus was first described in 1846, but was not formally named until 1869, when Phillip Matheron named it under the binomial Hypselosaurus priscus.","Hypselosaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Titanosauridae family. It was a sauropod with a herbivorous diet. The estimated maximum length was 12.0 meters. Fossil records date from 72.1 to 66.0 million years ago. Fossils were discovered in the Languedoc-Roussillon region at approximately latitude 43.110832 and longitude 2.900833. Description: Hypselosaurus (meaning 'highest lizard', from Greek ὑψηλός meaning 'high' or 'lofty' and σαυρος meaning 'lizard') is a dubious genus of titanosaurian sauropod that lived in southern France during the Late Cretaceous, approximately 70 million years ago in the early Maastrichtian. Hypselosaurus was first described in 1846, but was not formally named until 1869, when Phillip Matheron named it under the binomial Hypselosaurus priscus."
Hypselospinus,518522,Unknown,Unknown,Unknown,140.2,136.4,England,-0.574722,50.853889,Ornithischia,Unknown,"Hypselospinus is a genus of iguanodontian dinosaur which was first described as a species of Iguanodon (I. fittoni) by Richard Lydekker in 1889, the specific name honouring William Henry Fitton.


== History and naming ==
In the 1880s, the Natural History Museum, London, purchased multiple collections of fossils discovered by Charles Dawson from the region Hastings.","Hypselospinus is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 139.8 to 132.9 million years ago. Fossils were discovered in the England region at approximately latitude 50.936321 and longitude 0.605132. Description: Hypselospinus is a genus of iguanodontian dinosaur which was first described as a species of Iguanodon (I. fittoni) by Richard Lydekker in 1889, the specific name honouring William Henry Fitton.


== History and naming ==
In the 1880s, the Natural History Museum, London, purchased multiple collections of fossils discovered by Charles Dawson from the region Hastings."
Hypsiloichnus,642202,Unknown,Unknown,Unknown,125.0,113.0,Maryland,-77.421112,38.262501,Ornithischia,Unknown,"Zephyrosaurus (meaning ""westward wind lizard"") is a genus of orodromine ornithischian dinosaur. It is based on a partial skull and postcranial fragments discovered in the Aptian-Albian-age Lower Cretaceous Cloverly Formation of Carbon County, Montana, USA.  New remains are under description, and tracks from Maryland and Virginia, also in the US, have been attributed to animals similar to Zephyrosaurus.","Hypsiloichnus is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 125.0 to 113.0 million years ago. Fossils were discovered in the Maryland region at approximately latitude 39.001003 and longitude -76.912125. Description: Zephyrosaurus (meaning ""westward wind lizard"") is a genus of orodromine ornithischian dinosaur. It is based on a partial skull and postcranial fragments discovered in the Aptian-Albian-age Lower Cretaceous Cloverly Formation of Carbon County, Montana, USA.  New remains are under description, and tracks from Maryland and Virginia, also in the US, have been attributed to animals similar to Zephyrosaurus."
Hypsilophodon,149860,herbivorous,ornithopod,2.3,130.0,122.46,Castilla y Leon,-3.242159,41.934547,Ornithischia,Hypsilophodontidae,"Hypsilophodon (; meaning ""high-crested tooth"") is a neornithischian dinosaur genus from the Early Cretaceous period of England. It has traditionally been considered an early member of the group Ornithopoda, but recent research has put this into question.","Hypsilophodon is a dinosaur classified under the 'Ornithischia' class and belongs to the Hypsilophodontidae family. It was a ornithopod with a herbivorous diet. The estimated maximum length was 2.3 meters. Fossil records date from 122.46 to 100.5 million years ago. Fossils were discovered in the La Rioja region at approximately latitude 42.093334 and longitude -1.994444. Description: Hypsilophodon (; meaning ""high-crested tooth"") is a neornithischian dinosaur genus from the Early Cretaceous period of England. It has traditionally been considered an early member of the group Ornithopoda, but recent research has put this into question."
Ichthyovenator,1066204,Unknown,Unknown,Unknown,125.0,113.0,Savannakhet,105.669998,16.32,Saurischia,Spinosauridae,"Ichthyovenator is a genus of spinosaurid dinosaur that lived in what is now Laos, sometime between 120 and 113 million years ago, during the Aptian stage of the Early Cretaceous period. It is known from fossils collected from the Grès supérieurs Formation of the Savannakhet Basin, the first of which were found in 2010, consisting of a partial skeleton without the skull or limbs.","Ichthyovenator is a dinosaur classified under the 'Saurischia' class and belongs to the Spinosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 125.0 to 113.0 million years ago. Fossils were discovered in the Savannakhet region at approximately latitude 16.32 and longitude 105.669998. Description: Ichthyovenator is a genus of spinosaurid dinosaur that lived in what is now Laos, sometime between 120 and 113 million years ago, during the Aptian stage of the Early Cretaceous period. It is known from fossils collected from the Grès supérieurs Formation of the Savannakhet Basin, the first of which were found in 2010, consisting of a partial skeleton without the skull or limbs."
Ignavusaurus,897529,Unknown,Unknown,Unknown,201.3,199.3,Quacha's Nek,28.383333,-30.066668,Saurischia,Unknown,Ignavusaurus is a genus of basal sauropodomorph dinosaur that lived during the Early Jurassic in what is now Lesotho. Its fossils were found in the Upper Elliot Formation which is probably Hettangian in age (around 200 million years ago).,Ignavusaurus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 201.3 to 199.3 million years ago. Fossils were discovered in the Quacha's Nek region at approximately latitude -30.066668 and longitude 28.383333. Description: Ignavusaurus is a genus of basal sauropodomorph dinosaur that lived during the Early Jurassic in what is now Lesotho. Its fossils were found in the Upper Elliot Formation which is probably Hettangian in age (around 200 million years ago).
Ignotornis,565783,Unknown,Unknown,Unknown,105.3,93.5,Colorado,-105.223053,39.7575,Saurischia,Unknown,"Ignotornis was a bird ichnogenus dating back to the Barremian-Cenomanian of Colorado, Canada and South Korea.


== Footnotes ==


== References ==
Lockley, M. G., Janke, P., and Theisen, L., 2001, First reports of bird and  ornithopod tracks from the Lakota Formation (Early Cretaceous), Black Hills,  South Dakota: In: Mesozoic Vertebrate Life, edited by Tanke, D. H., and Carpenter,  K., Indiana University Press, pp.","Ignotornis is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 105.3 to 93.5 million years ago. Fossils were discovered in the Colorado region at approximately latitude 39.7575 and longitude -105.223053. Description: Ignotornis was a bird ichnogenus dating back to the Barremian-Cenomanian of Colorado, Canada and South Korea.


== Footnotes ==


== References ==
Lockley, M. G., Janke, P., and Theisen, L., 2001, First reports of bird and  ornithopod tracks from the Lakota Formation (Early Cretaceous), Black Hills,  South Dakota: In: Mesozoic Vertebrate Life, edited by Tanke, D. H., and Carpenter,  K., Indiana University Press, pp."
Iguanacolossus,883370,Unknown,Unknown,Unknown,130.0,125.45,Utah,-110.113594,38.910923,Ornithischia,Unknown,"Iguanacolossus (meaning ""iguana colossus"" or ""colossal iguana"") is a genus of iguanodontian ornithopod dinosaur that lived in North America during the Early Cretaceous period. It is known from UMNH VP 20205, the associated holotype with a large partial skeleton of a single individual.","Iguanacolossus is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 130.0 to 125.45 million years ago. Fossils were discovered in the Utah region at approximately latitude 38.910923 and longitude -110.113594. Description: Iguanacolossus (meaning ""iguana colossus"" or ""colossal iguana"") is a genus of iguanodontian ornithopod dinosaur that lived in North America during the Early Cretaceous period. It is known from UMNH VP 20205, the associated holotype with a large partial skeleton of a single individual."
Iguanodon,219965,herbivorous,ornithopod,10.0,145.0,122.46,England,0.424167,40.493332,Ornithischia,Unknown,Page not found,Iguanodon is a dinosaur classified under the 'Ornithischia' class. It was a ornithopod with a herbivorous diet. The estimated maximum length was 10.0 meters. Fossil records date from 125.45 to 122.46 million years ago. Fossils were discovered in the Valenciana region at approximately latitude 40.493332 and longitude 0.424167. Description: Page not found
Ilokelesia,297299,Unknown,Unknown,Unknown,99.6,89.8,Neuquén,-69.150002,-39.199722,Saurischia,Abelisauridae,"Ilokelesia is an extinct genus of abelisaurid theropod, preserved in the layers of the earliest Late Cretaceous of the Huincul Formation, Neuquén Group, located near Plaza Huincul, Neuquén Province, Argentina. The specimen, consisting of very fragmentary elements of the skull and the axial and appendicular skeleton, was described by Rodolfo Coria and Leonardo Salgado in late 1998.","Ilokelesia is a dinosaur classified under the 'Saurischia' class and belongs to the Abelisauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 99.6 to 89.8 million years ago. Fossils were discovered in the Neuquén region at approximately latitude -39.199722 and longitude -69.150002. Description: Ilokelesia is an extinct genus of abelisaurid theropod, preserved in the layers of the earliest Late Cretaceous of the Huincul Formation, Neuquén Group, located near Plaza Huincul, Neuquén Province, Argentina. The specimen, consisting of very fragmentary elements of the skull and the axial and appendicular skeleton, was described by Rodolfo Coria and Leonardo Salgado in late 1998."
Incisivosaurus,536659,Unknown,Unknown,Unknown,125.0,100.5,Liaoning,121.692497,42.001389,Saurischia,Unknown,"Incisivosaurus (""incisor lizard"") is a genus of small, probably herbivorous theropod dinosaurs from the early Cretaceous Period of what is now the People's Republic of China. The first specimen to be described (by Xu et al.","Incisivosaurus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 125.0 to 100.5 million years ago. Fossils were discovered in the Liaoning region at approximately latitude 42.001389 and longitude 121.692497. Description: Incisivosaurus (""incisor lizard"") is a genus of small, probably herbivorous theropod dinosaurs from the early Cretaceous Period of what is now the People's Republic of China. The first specimen to be described (by Xu et al."
Indosaurus,276683,Unknown,Unknown,Unknown,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Abelisauridae,"Indosaurus (lit. 'Indian lizard') is a genus of dubious carnivorous theropod dinosaur that lived in what is now India, about 69 to 66 million years ago during the Maastrichtian division of the Late Cretaceous.


== Discovery and naming ==

The now-lost holotype was discovered between 1917 and 1919 in Jabalpur, India (GSI K27/565), by Charles Alfred Matley.The type species, Indosaurus matleyi, was named by Huene and Matley in 1933 making Indosaurus the first majungasaurine to be discovered.","Indosaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Abelisauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 72.1 to 66.0 million years ago. Fossils were discovered in the Madhya Pradesh region at approximately latitude 23.168694 and longitude 79.972282. Description: Indosaurus (lit. 'Indian lizard') is a genus of dubious carnivorous theropod dinosaur that lived in what is now India, about 69 to 66 million years ago during the Maastrichtian division of the Late Cretaceous.


== Discovery and naming ==

The now-lost holotype was discovered between 1917 and 1919 in Jabalpur, India (GSI K27/565), by Charles Alfred Matley.The type species, Indosaurus matleyi, was named by Huene and Matley in 1933 making Indosaurus the first majungasaurine to be discovered."
Indosuchus,276682,carnivorous,large theropod,7.0,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Abelisauridae,"Indosuchus (lit. 'Indian crocodile') is a genus of abelisaurid dinosaur from the Late Cretaceous Period (70 to 66 million years ago – the Maastrichtian), a theropod related to Abelisaurus. Like most theropods, Indosuchus was a bipedal carnivore.","Indosuchus is a dinosaur classified under the 'Saurischia' class and belongs to the Abelisauridae family. It was a large theropod with a carnivorous diet. The estimated maximum length was 7.0 meters. Fossil records date from 72.1 to 66.0 million years ago. Fossils were discovered in the Madhya Pradesh region at approximately latitude 23.168694 and longitude 79.972282. Description: Indosuchus (lit. 'Indian crocodile') is a genus of abelisaurid dinosaur from the Late Cretaceous Period (70 to 66 million years ago – the Maastrichtian), a theropod related to Abelisaurus. Like most theropods, Indosuchus was a bipedal carnivore."
Ingenia,1273542,Unknown,Unknown,Unknown,72.1,66.0,Omnogov,99.833054,43.474724,Saurischia,Oviraptoridae,"Heyuannia (""from Heyuan"") is a genus of oviraptorid dinosaur that lived in Asia during the Late Cretaceous epoch, in what is now China and Mongolia. It was the first oviraptorid found in China; most others were found in neighbouring Mongolia.","Ingenia is a dinosaur classified under the 'Saurischia' class and belongs to the Oviraptoridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 72.1 to 66.0 million years ago. Fossils were discovered in the Omnogov region at approximately latitude 43.474724 and longitude 99.833054. Description: Heyuannia (""from Heyuan"") is a genus of oviraptorid dinosaur that lived in Asia during the Late Cretaceous epoch, in what is now China and Mongolia. It was the first oviraptorid found in China; most others were found in neighbouring Mongolia."
Iranosauripus,567499,Unknown,Unknown,Unknown,201.3,182.7,Mazandaran,53.0,36.0,Saurischia,Unknown,"Iranosauripus is an ichnogenus of dinosaur footprint discovered in Iran that supposedly belonged to a theropod. Iranosauripus supposedly existed during Middle Triassic-Early Jurassic, although the first true dinosaurs, such as Eoraptor, did not exist until the Late Triassic.","Iranosauripus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 201.3 to 182.7 million years ago. Fossils were discovered in the Mazandaran region at approximately latitude 36.0 and longitude 53.0. Description: Iranosauripus is an ichnogenus of dinosaur footprint discovered in Iran that supposedly belonged to a theropod. Iranosauripus supposedly existed during Middle Triassic-Early Jurassic, although the first true dinosaurs, such as Eoraptor, did not exist until the Late Triassic."
Irenesauripus,516863,Unknown,Unknown,Unknown,113.0,100.5,British Columbia,-122.150314,55.949547,Saurischia,Unknown,"Grallator (GRA-lə-tor) is an ichnogenus (form taxon based on footprints) which covers a common type of small, three-toed print made by a variety of bipedal theropod dinosaurs. Grallator-type footprints have been found in formations dating from the Early Triassic through to the early Cretaceous periods.","Irenesauripus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 125.0 to 100.5 million years ago. Fossils were discovered in the British Columbia region at approximately latitude 55.949547 and longitude -122.150314. Description: Grallator (GRA-lə-tor) is an ichnogenus (form taxon based on footprints) which covers a common type of small, three-toed print made by a variety of bipedal theropod dinosaurs. Grallator-type footprints have been found in formations dating from the Early Triassic through to the early Cretaceous periods."
Irenichnites,516862,Unknown,Unknown,Unknown,113.0,100.5,British Columbia,-122.211945,36.574799,Saurischia,Ornithomimipodidae,"Deinonychus ( dy-NON-ih-kəs; from Ancient Greek  δεινός (deinós) 'terrible' and  ὄνυξ (ónux), genitive ὄνυχος (ónukhos) 'claw') is a genus of dromaeosaurid theropod dinosaur with one described species, Deinonychus antirrhopus. This species, which could grow up to 3.4 meters (11 ft) long, lived during the early Cretaceous Period, about 115–108 million years ago (from the mid-Aptian to early Albian stages).","Irenichnites is a dinosaur classified under the 'Saurischia' class and belongs to the Ornithomimipodidae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 109.0 to 105.3 million years ago. Fossils were discovered in the Alberta region at approximately latitude 54.033333 and longitude -119.283333. Description: Deinonychus ( dy-NON-ih-kəs; from Ancient Greek  δεινός (deinós) 'terrible' and  ὄνυξ (ónux), genitive ὄνυχος (ónukhos) 'claw') is a genus of dromaeosaurid theropod dinosaur with one described species, Deinonychus antirrhopus. This species, which could grow up to 3.4 meters (11 ft) long, lived during the early Cretaceous Period, about 115–108 million years ago (from the mid-Aptian to early Albian stages)."
Irritator,294055,carnivorous,large theropod,6.5,113.0,100.5,Ceará,-39.266666,-7.216667,Saurischia,Spinosauridae,Page not found,Irritator is a dinosaur classified under the 'Saurischia' class and belongs to the Spinosauridae family. It was a large theropod with a carnivorous diet. The estimated maximum length was 6.5 meters. Fossil records date from 113.0 to 100.5 million years ago. Fossils were discovered in the Ceará region at approximately latitude -7.216667 and longitude -39.266666. Description: Page not found
Isaberrysaura,1360627,Unknown,Unknown,Unknown,171.6,168.4,Neuquén,-70.26329,-39.205288,Ornithischia,Unknown,"Isaberrysaura is a genus of stegosaurian ornithischian dinosaur from the Middle Jurassic Los Molles Formation of Patagonia, Argentina. The genus contains a single species, I. mollensis, described by Salgado et al.","Isaberrysaura is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 171.6 to 168.4 million years ago. Fossils were discovered in the Neuquén region at approximately latitude -39.205288 and longitude -70.26329. Description: Isaberrysaura is a genus of stegosaurian ornithischian dinosaur from the Middle Jurassic Los Molles Formation of Patagonia, Argentina. The genus contains a single species, I. mollensis, described by Salgado et al."
Isanosaurus,487267,Unknown,Unknown,Unknown,228.0,201.3,Chaiyaphum,101.983299,16.3333,Saurischia,Unknown,"Isanosaurus (""North-eastern Thailand lizard"") is an extinct genus of sauropod dinosaur from Thailand. It was originally dated to approximately 210 million years ago during the Late Triassic (late Norian to Rhaetian stages), which would make it one of the oldest known sauropods.","Isanosaurus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 228.0 to 201.3 million years ago. Fossils were discovered in the Chaiyaphum region at approximately latitude 16.3333 and longitude 101.983299. Description: Isanosaurus (""North-eastern Thailand lizard"") is an extinct genus of sauropod dinosaur from Thailand. It was originally dated to approximately 210 million years ago during the Late Triassic (late Norian to Rhaetian stages), which would make it one of the oldest known sauropods."
Ischioceratops,1330880,Unknown,Unknown,Unknown,83.6,72.1,Shandong,119.409943,35.995598,Ornithischia,Leptoceratopsidae,"Ischioceratops (lit. 'ischium-horned face') is an extinct genus of small herbivorous ceratopsian dinosaur that lived approximately 69 million years ago during the latter part of the Cretaceous Period in what is now China.  
Ischioceratops was a small sized, moderately-built, ground-dwelling, quadrupedal herbivore, whose total body length has been estimated to be about 2 m (6.6 ft).","Ischioceratops is a dinosaur classified under the 'Ornithischia' class and belongs to the Leptoceratopsidae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 83.6 to 72.1 million years ago. Fossils were discovered in the Shandong region at approximately latitude 35.995598 and longitude 119.409943. Description: Ischioceratops (lit. 'ischium-horned face') is an extinct genus of small herbivorous ceratopsian dinosaur that lived approximately 69 million years ago during the latter part of the Cretaceous Period in what is now China.  
Ischioceratops was a small sized, moderately-built, ground-dwelling, quadrupedal herbivore, whose total body length has been estimated to be about 2 m (6.6 ft)."
Isisaurus,139260,herbivorous,sauropod,18.0,72.1,66.0,Maharashtra,79.051941,20.350834,Saurischia,Unknown,"Isisaurus (named after the Indian Statistical Institute) is a genus of titanosaurian dinosaur from the Late Cretaceous Lameta Formation of India and Pab Formation of Pakistan. The genus contains a single species, Isisaurus colberti.","Isisaurus is a dinosaur classified under the 'Saurischia' class. It was a sauropod with a herbivorous diet. The estimated maximum length was 18.0 meters. Fossil records date from 72.1 to 66.0 million years ago. Fossils were discovered in the Maharashtra region at approximately latitude 20.350834 and longitude 79.051941. Description: Isisaurus (named after the Indian Statistical Institute) is a genus of titanosaurian dinosaur from the Late Cretaceous Lameta Formation of India and Pab Formation of Pakistan. The genus contains a single species, Isisaurus colberti."
Itemirus,1247392,Unknown,Unknown,Unknown,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,Dromaeosauridae,"Itemirus is a genus of dromaeosaurid theropod dinosaur from the Turonian aged Bissekty Formation  of the Late Cretaceous period of Uzbekistan.


== Discovery ==

Itemirus is known from a single small, damaged fossil braincase or neurocranium, in 1958 found near the village of Itemir at the Dzharakuduk escarpment in layers of the Bissekty Formation.","Itemirus is a dinosaur classified under the 'Saurischia' class and belongs to the Dromaeosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 93.5 to 89.3 million years ago. Fossils were discovered in the Navoi region at approximately latitude 42.117294 and longitude 62.655315. Description: Itemirus is a genus of dromaeosaurid theropod dinosaur from the Turonian aged Bissekty Formation  of the Late Cretaceous period of Uzbekistan.


== Discovery ==

Itemirus is known from a single small, damaged fossil braincase or neurocranium, in 1958 found near the village of Itemir at the Dzharakuduk escarpment in layers of the Bissekty Formation."
Itsukisauropus,801929,Unknown,Unknown,Unknown,132.9,129.4,Fukui,136.766663,35.883331,Saurischia,Unknown,"Grallator (GRA-lə-tor) is an ichnogenus (form taxon based on footprints) which covers a common type of small, three-toed print made by a variety of bipedal theropod dinosaurs. Grallator-type footprints have been found in formations dating from the Early Triassic through to the early Cretaceous periods.","Itsukisauropus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 132.9 to 129.4 million years ago. Fossils were discovered in the Fukui region at approximately latitude 35.883331 and longitude 136.766663. Description: Grallator (GRA-lə-tor) is an ichnogenus (form taxon based on footprints) which covers a common type of small, three-toed print made by a variety of bipedal theropod dinosaurs. Grallator-type footprints have been found in formations dating from the Early Triassic through to the early Cretaceous periods."
Jainosaurus,276699,Unknown,Unknown,Unknown,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Unknown,"Jainosaurus  is a genus of titanosaurian sauropod dinosaur of India and wider Asia, which lived in the Maastrichtian (approximately 68 million years ago). It is thought to have been about the same size as its contemporary relative Isisaurus, measuring 18 metres (59 ft) long and weighing 15 metric tons (17 short tons).","Jainosaurus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 72.1 to 66.0 million years ago. Fossils were discovered in the Madhya Pradesh region at approximately latitude 23.168694 and longitude 79.972282. Description: Jainosaurus  is a genus of titanosaurian sauropod dinosaur of India and wider Asia, which lived in the Maastrichtian (approximately 68 million years ago). It is thought to have been about the same size as its contemporary relative Isisaurus, measuring 18 metres (59 ft) long and weighing 15 metric tons (17 short tons)."
Jaklapallisaurus,1066208,Unknown,Unknown,Unknown,228.0,201.3,Andhra Pradesh,79.550003,19.166668,Saurischia,Plateosauridae,"Jaklapallisaurus is a genus of unaysaurid sauropodomorph dinosaur. It lived during the Late Triassic period (late Norian to earliest Rhaetian) in what is now Telangana, central India.The genus is monotypic, only including the species Jaklapallisaurus asymmetricus.","Jaklapallisaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Plateosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 228.0 to 201.3 million years ago. Fossils were discovered in the Andhra Pradesh region at approximately latitude 19.166668 and longitude 79.599998. Description: Jaklapallisaurus is a genus of unaysaurid sauropodomorph dinosaur. It lived during the Late Triassic period (late Norian to earliest Rhaetian) in what is now Telangana, central India.The genus is monotypic, only including the species Jaklapallisaurus asymmetricus."
Janenschia,475142,herbivorous,sauropod,20.0,152.1,145.0,Lindi,39.22842,-9.704556,Saurischia,Unknown,"Janenschia (named after Werner Janensch) is a large herbivorous sauropod dinosaur from the Late Jurassic Tendaguru Formation of Lindi Region, Tanzania around 155 million years ago.


== Discovery and naming ==
Janenschia has had a convoluted nomenclatural history.","Janenschia is a dinosaur classified under the 'Saurischia' class. It was a sauropod with a herbivorous diet. The estimated maximum length was 20.0 meters. Fossil records date from 152.1 to 145.0 million years ago. Fossils were discovered in the Lindi region at approximately latitude -9.704556 and longitude 39.22842. Description: Janenschia (named after Werner Janensch) is a large herbivorous sauropod dinosaur from the Late Jurassic Tendaguru Formation of Lindi Region, Tanzania around 155 million years ago.


== Discovery and naming ==
Janenschia has had a convoluted nomenclatural history."
Jaxartosaurus,520730,herbivorous,ornithopod,9.0,89.8,66.0,Asht,70.701363,40.692711,Ornithischia,Hadrosauridae,"Jaxartosaurus (meaning ""Jaxartes lizard"" after the early name of the Syr Darya) is a genus of hadrosaurid dinosaur similar to Corythosaurus which lived during the Late Cretaceous. Its fossils were found in Kazakhstan.","Jaxartosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Hadrosauridae family. It was a ornithopod with a herbivorous diet. The estimated maximum length was 9.0 meters. Fossil records date from 100.5 to 66.0 million years ago. Fossils were discovered in the Xinjiang region at approximately latitude 46.400002 and longitude 88.699997. Description: Jaxartosaurus (meaning ""Jaxartes lizard"" after the early name of the Syr Darya) is a genus of hadrosaurid dinosaur similar to Corythosaurus which lived during the Late Cretaceous. Its fossils were found in Kazakhstan."
Jeholosaurus,536670,Unknown,Unknown,Unknown,125.45,122.46,Liaoning,120.913269,41.603352,Ornithischia,Thescelosauridae,Jeholosaurus is a genus of neornithischian dinosaur from the Early Cretaceous Period. It is thought to have been a herbivorous small ornithopod.,Jeholosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Thescelosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 125.45 to 122.46 million years ago. Fossils were discovered in the Liaoning region at approximately latitude 41.603352 and longitude 120.913269. Description: Jeholosaurus is a genus of neornithischian dinosaur from the Early Cretaceous Period. It is thought to have been a herbivorous small ornithopod.
